93,93_Easy_f6078bd5-d395-4496-ad6c-882b5cff6067
63,63_Easy_65661d0c-2f39-4edd-802c-d813b57f2768
47,47_Easy_70e6146b-e6e9-4edc-b2f1-7b9ca3dc6204
47,47_Easy_ac2c5555-02dd-4f78-9a3e-2206846c89b4
47,47_Easy_2973cf2a-22ac-47f3-953b-ba86999dde0e
47,47_Easy_71f6e7f7-9ced-4711-a8ed-b8e2064fbabf
47,47_Averge_ee39fe34-8350-43c0-b890-7f784aa0f6a0
47,47_Averge_d0fcac79-866d-4490-a559-fa802243855a
47,47_Averge_e009a2ec-66f8-4431-8bb3-91eaf631f7f0
47,47_Averge_891517d9-1818-407c-bcc4-932732f74866
47,47_Averge_708ee79c-75ec-4d37-acd5-940e604bbd55
47,47_Averge_f7639aff-79b7-4973-90cd-9122da0d0b7c
47,47_Averge_b612f125-49d0-42c5-9ed9-5870399ad164
47,47_Averge_3b15a318-4813-4e7e-8693-84a1717478ce
47,47_Averge_d73ad29c-5ff5-47ee-be30-0b86910b933b
47,47_Averge_e04f2a10-dcc4-4b7e-9ccd-b6372e1bee58
47,47_Averge_4c1ac58c-1bf3-458a-85ca-3a266ecd1580
47,47_Averge_bb2a3a5d-a360-4867-963e-f3a246b25974
47,47_Averge_91d0661e-f2c8-481e-9bb0-3d56c823f359
47,47_Averge_cc59485e-8569-4165-a546-af8d8e2dcfb3
47,47_Averge_8e9aaa8d-8d8a-467c-8037-57deff82a188
47,47_Averge_cbf98ed8-1cbe-40e1-98cd-b005deabab73
47,47_Averge_70ffef36-0782-48d0-a60c-33f19e89ec01
47,47_Averge_9c029b18-6237-40a0-8c2b-747c9adbaf68
47,47_Averge_0fd78392-4535-43b6-bcb9-ed2587f52599
47,47_Averge_3a3ab4f8-b1e6-4c2f-a8c6-949892a1f09f
29,29_Easy_a5f16a22-ef00-442b-845f-693cf8e754c1
29,29_Easy_b3ed4898-abea-40c8-b667-a8c9a1cc4ced
29,29_Easy_897e961e-ae83-4e1a-a878-5b13ed20ba0b
29,29_Easy_5359dfc4-41d0-4204-9124-a43b005fb705
47,47_Averge_bd3a45b6-6b43-4bd4-8c94-a66e61c41de4
29,29_Easy_4911314b-4f64-40f4-91d7-3c7c8febc6a3
47,47_Hard_6b9a9fcf-3593-4e96-bba4-01fcdfce72f9
47,47_Hard_255320ca-06d3-4bb4-b482-cff95e4c6903
9,9_Easy_19cf7f2e-6def-435d-9e01-91351725cf28
47,47_Hard_a68694dc-e335-40ba-a2c3-6dbf78c873cf
9,9_Easy_dca90438-ab25-4341-aadc-85669cca66cb
47,47_Hard_7faec49f-7700-40d1-a301-845fba3862d0
47,47_Hard_05eeddfa-eb39-4659-8d91-9ef48838b764
9,9_Easy_a7deb1cc-7e97-4628-8c52-7ab2927e079a
47,47_Hard_b88b3d54-5208-482c-afce-e426f5ae948f
48,48_Easy_b16db140-5437-4361-a395-554ea0dd51c5
48,48_Easy_4d8ece7e-4455-40c4-afe3-e064096397b3
48,48_Easy_bcb4dc89-261a-4d9b-a007-570172938c3c
9,9_Easy_9a95c0ca-8ba1-424b-9342-0a7b6362c288
9,9_Easy_72ed35bb-065c-4152-a9eb-28aed77044e4
48,48_Easy_079031cf-a947-4c8f-ba94-e13762e99243
9,9_Easy_f3aa917b-3af1-41c8-be82-60cc15755940
48,48_Easy_eaa41e95-2ee2-4a29-b1d5-37e72ff8f3d2
29,29_Averge_59535b31-6bc7-4aad-96ca-b340bac96f70
9,9_Easy_ff33e1cf-51a7-43cf-9581-4ea4a0f682bc
9,9_Easy_7c1949be-9163-49af-b855-353390f6c750
29,29_Averge_b31d9051-252e-4e41-9e7a-1beda32b2185
9,9_Easy_6d404c20-9514-4fc3-a5e2-a4aa878c189d
48,48_Averge_58d023b2-9c35-44e1-acf9-3eb72693fe07
29,29_Averge_58ba1ed7-1189-4aed-8af1-2df27530972a
48,48_Averge_b642b4e7-c030-41cc-b734-8cf9faf8ba17
9,9_Easy_2c78f9ab-1efe-406b-ab72-29c1ee65b844
29,29_Averge_baa18ebf-1721-4ac6-9c5c-deb2353cc4f9
48,48_Averge_ee2275d7-c4f3-485d-a331-09280e7283a0
9,9_Easy_a5d16b0d-5992-4136-9605-3e36ce916d18
29,29_Averge_ee6d315c-2c13-4c72-ace5-6289275020fe
48,48_Averge_68d192f2-c998-4149-8ac2-f8ac5d0006a1
9,9_Easy_ab78773a-0104-474d-82bc-c749c4a38ec7
48,48_Averge_51fbc507-f23d-4daf-90cb-ac98e32ecf74
29,29_Averge_805b182d-c246-45a0-a4ee-58bf471d9824
9,9_Easy_67606739-b1c1-4cde-bc21-dcad2b06a0ec
48,48_Averge_d0172446-b45f-42f7-afab-d3a914100af4
9,9_Easy_ccff0585-d3a8-41f4-90fd-b81fb6f0ea1d
29,29_Averge_0d567901-5e4e-4b72-8a9a-808001e7b1a5
48,48_Averge_6add0f0f-ecc4-4a34-9391-13a45e78027e
29,29_Averge_3925ca41-33a2-47ff-bce7-83ca22c36822
48,48_Averge_4c01b07e-67eb-402b-b597-1346f1a18ae0
48,48_Averge_4a31d0a0-32ea-44e2-af6d-de87903f6c51
29,29_Averge_3056dea4-1408-433c-bc0b-2fa3c438e843
48,48_Averge_ed8efa10-7120-4f39-b596-0329db3b0786
29,29_Averge_1a75549b-0093-47eb-8ae3-5ffe18840971
48,48_Averge_9d27473f-14ad-419d-9738-7c445502b590
